category_name,name,api_poiName,api_poiBrand,name_ref_nrm,name_prov_nrm,location_distance_m,match,match_code,cnn_match,edit_distance_match,name_matching,cnn_name_match_score
Airport,chadron,chadron municipal airport,[Chadron Municipal Airport],chadron,chadron,126.26628,True,1,True,True,1.0,0.999883
Airport,casper natrona county,casper natrona county international airport,[Casper-Natrona County International Airport],casper natrona,casper natrona,947.6604,True,1,True,True,1.0,0.9999995
Airport,phoenix deer valley,phoenix deer valley airport,[Phoenix-Deer Valley Airport],phoenix deer valley,phoenix deer valley,295.31058,True,1,True,True,1.0,0.99999964
Airport,fallon,fallon municipal airport,[Fallon Municipal Airport],fallon,fallon,558.9976,True,1,True,True,1.0,0.9993066
Airport,range,range regional airport,[Range Regional Airport],range,range,691.6686,True,1,True,True,1.0,0.99883443
Airport,south jersey,south jersey regional airport,[South Jersey Regional Airport],south jersey,south jersey,469.11932,True,1,True,True,1.0,0.99987096
Airport,harrisburg,harrisburg international airport,[Harrisburg International Airport],harrisburg,harrisburg,605.6736,True,1,True,True,1.0,0.99989295
Airport,davis,davis field,[Davis Field],davis,davis field,276.3626,True,1,True,True,1.0,0.9998445
Airport,l m clayton,l m clayton airport,[L M Clayton Airport],l m clayton,l m clayton,2488.9592,True,1,True,True,1.0,0.99999976
Airport,yakima air terminal,yakima air terminal,[Yakima Air Terminal],yakima air,yakima air,3041.0764,True,1,True,True,1.0,0.9998019
Beach,kapalua bay beach,kapalua beach,[Kapalua Beach],kapalua bay,kapalua,34.312035,True,1,True,True,1.0,0.99997926
Museum,the north carolina civil war reconstruction history center,the north carolina civil war reconstruction history center,[The North Carolina Civil War & Reconstruction History Center],north carolina civil war reconstruction history center,north carolina civil war reconstruction history center,13.606824,True,1,True,True,1.0,1.0
Beach,sandy point bridge,sandy point beach,[Sandy Point Beach],sandy point bridge,sandy point,35.469433,True,1,True,True,1.0,0.9998475
Restaurant,blue marble deli pub blue,the international deli,[The International Deli],blue marble deli pub blue,deli,120.36315,True,1,True,True,1.0,0.99657595
School,el paso elementary school,el paso elementary school,[El Paso Elementary School],el paso elementary,el paso elementary,51.72002,True,1,True,True,1.0,0.9999056
Beach,coney island beach,coney island,[Coney Island],coney island,coney island,373.21988,True,1,True,True,1.0,0.999984
Bank,state bank of arizona mohave state bank,mohave state bank,[Mohave State Bank],state arizona mohave state,mohave state,22.125801,True,1,True,True,1.0,0.99921805
Restaurant,habeebs grill,habeebs grill,[Habeebs Grill],habeebs,habeebs,15.732157,True,1,True,True,1.0,0.9999914
School,adlai stevenson elementary school,stevenson elementary school,[Stevenson Elementary School],adlai stevenson elementary,stevenson elementary,5.6566114,True,1,True,True,1.0,0.99996144
Beach,mission beach boardwalk ocean front walk,mission beach,[Mission Beach],mission boardwalk ocean front walk,mission,186.34137,True,1,True,True,1.0,0.99923736
Shopping Center,grant plaza shopping center,grant plaza shopping center,[Grant Plaza Shopping Center],grant plaza shopping center,grant plaza shopping center,178.21873,True,1,True,True,1.0,0.9999993
Sports Center,itasca county family ymca,ymca,[YMCA],itasca county family ymca,ymca,50.313652,True,1,True,True,1.0,0.9985237
Hotel Or Motel,country side inn,countryside inn j bhakta,[Countryside Inn J Bhakta],country side,countryside,21.582067,True,1,True,True,0.959999978542328,0.9996158
Park and Recreation Area,wikle park,wikle park,[Wikle Park],wikle,wikle,193.53712,True,1,True,True,1.0,0.99984145
Place of Worship,our lady of guadalupe,our lady of guadalupe parish,[Our Lady of Guadalupe Parish],our lady guadalupe,our lady guadalupe parish,243.80591,True,1,True,True,1.0,0.99975705
Restaurant,wild taco 2,wild taco,[Wild Taco],wild taco 2,wild taco,36.111027,True,1,True,True,1.0,0.9997274
Restaurant,the albert bar restaurant,the albert,[The Albert],albert bar,albert,16.294924,True,1,True,True,1.0,0.999899
Camping Ground,highfield house caravan site member only site,highfield house,[Highfield House],highfield house caravan site member only site,highfield house,251.65533,True,1,True,True,1.0,0.999773
Camping Ground,the paddock campsite,the paddock campsite,[The Paddock Campsite],paddock campsite,paddock campsite,3.813071,True,1,True,True,1.0,0.99991137
Railway Station,rochdale,rochdale,[Rochdale],rochdale,rochdale,5.6961484,True,1,True,True,1.0,0.99995756
Shop,ferryhill stores,ferryhill stores,[Ferryhill Stores],ferryhill stores,ferryhill stores,130.44606,True,1,True,True,1.0,0.9999989
Shopping Center,vicarage field shopping centre,vicarage field shopping centre,[Vicarage Field Shopping Centre],vicarage field shopping centre,vicarage field shopping centre,77.92948,True,1,True,True,1.0,1.0
Museum,the mcmanus collections unit,the mcmanus collections unit,[The Mcmanus Collections Unit],mcmanus collections unit,mcmanus collections unit,60.421196,True,1,True,True,1.0,0.9999997
Bank,natwest,natwest,[NatWest], natwest , natwest ,14.63854,True,1,True,True,1.0,1.0
School,saint julies catholic high school,st julies catholic high school,[St Julie's Catholic High School],saint julies catholic high,st julies catholic high,92.504265,True,1,True,True,0.9399999976158142,0.99984777
Park and Recreation Area,southwick green,southwick players,[Southwick Players],southwick green,southwick players,278.12595,True,1,True,True,0.75,0.9650672
Restaurant,the clock house bistro,the clockhouse restaurant,[The Clockhouse Restaurant],clock house,clockhouse,17.061592,True,1,True,True,0.949999988079071,0.99987906
Railway Station,south gosforth,south gosforth,[South Gosforth],south gosforth,south gosforth,38.111153,True,1,True,True,1.0,0.99998134
Park and Recreation Area,da compania park,xardin da compania,[Xardín da Compañia],da compania,xardin da compania,34.870754,True,1,True,True,1.0,0.9987932
Camping Ground,camping ciudad de leon,camping ciudad de leon,[Camping Ciudad De Leon],ciudad leon,ciudad leon,21.446358,True,1,True,True,1.0,0.9995234
Restaurant,restaurante casa pelaez,casa pelaez,[Casa Peláez],pelaez,pelaez,65.36216,True,1,True,True,1.0,0.9999554
Restaurant,ofiter s l,andrea pastificio,[Andrea Pastificio],ofiter s l,andrea pastificio,295.49512,False,6,False,False,0.2199999988079071,0.02659362
Sports Center,hara sport center,hara sport center,[Hara Sport Center],hara sport center,hara sport center,42.69308,True,1,True,True,1.0,0.999605
Museum,coleccion roberto polo centro de arte moderno y contemporaneo de castilla la mancha,museo de las ciencias de castilla la mancha,[Museo De Las Ciencias De Castilla La Mancha],coleccion roberto polo centro arte moderno y contemporaneo castilla mancha,ciencias castilla mancha,78.29536,True,1,True,True,0.7699999809265137,0.99926966
Place of Worship,claustro convento de san agustin,san agustin,[San Agustín],claustro convento san agustin,san agustin,25.14136,True,1,True,True,1.0,0.99966735
Railway Station,sant vicenc de castellet,sant vicenc de castellet,[Sant Vicenç de Castellet],sant vicenc castellet,sant vicenc castellet,2.1635365,True,1,True,True,1.0,0.99999976
Bank,liberbank unicaja banco,unicaja banco,[Unicaja], liberbank  unicaja , unicaja ,0.0,True,1,True,True,1.0,0.9841055
Automotive Dealer,automobils autocam,autocam 4x4,[Land Rover],automobils autocam,autocam 4x4,139.38905,True,1,True,True,0.7799999713897705,0.991616
Shopping Center,centro comercial opcion,centro comercial opcion,[Centro Comercial Opción],centro comercial opcion,centro comercial opcion,31.381044,True,1,True,True,1.0,0.99998665
Restaurant,penamayor,casa de penamayor,[Casa de Peñamayor],penamayor,penamayor,678.09845,False,2,True,True,1.0,0.9999975
Park and Recreation Area,parque miguel delibes,jardines miguel delibes,[Jardines Miguel Delibes],parque miguel delibes,jardines miguel delibes,128.08371,True,1,True,True,0.8199999928474426,0.99837416
Beach,platja canadell els canyissos,platja del canadell,[Platja del Canadell],platja canadell els canyissos,platja canadell,121.76136,True,1,True,True,1.0,0.99997985
Shopping Center,centro comercial manoteras,centro manoteras cines restaurantes,[Centro Manoteras Cines & Restaurantes],centro comercial manoteras,centro manoteras cines restaurantes,38.63866,True,1,True,True,0.7599999904632568,0.99083287
Museum,museu rat penat de mascanada,museu dhistoria de la ciutat de sant feliu de guixols,[Museu d'Història de la Ciutat de Sant Feliu de Guíxols],museu rat penat mascanada,museu dhistoria ciutat sant feliu guixols,1024.3483,False,6,False,False,0.3300000131130218,0.006241898
Restaurant,restaurante paolo,restaurante paolo,[Restaurante Paolo],paolo,paolo,0.0,True,1,True,True,1.0,0.999084
Bank,caixabank,caixabank store avenida de madrid,[CaixaBank], caixabank , caixabank ,3.95455,True,1,True,True,1.0,0.9997931
Beach,cala mosques,cala mosques,[Cala Mosques],cala mosques,cala mosques,9.334465,True,1,True,True,1.0,0.99998844
Place of Worship,broughton st marys parish church,broughton st marys,[Broughton St. Mary's],broughton st marys parish,broughton st marys,2.8020928,True,1,True,True,1.0,0.99999934
Shopping Center,eastgate shopping centre,eastgate shopping centre,[Eastgate Shopping Centre],eastgate shopping centre,eastgate shopping centre,158.13426,True,1,True,True,1.0,0.9999999
School,broomhouse primary school,broomhouse primary school,[Broomhouse Primary School],broomhouse primary,broomhouse primary,24.024837,True,1,True,True,1.0,0.99999386
Railway Station,hellifield,hellifield,[Hellifield],hellifield,hellifield,11.341895,True,1,True,True,1.0,0.99960375
Beach,portrush whiterocks beach,royal portrush golf club,[Royal Portrush Golf Club],portrush whiterocks,portrush golf,1705.683,True,1,True,True,0.7599999904632568,0.99259806
Restaurant,coteys restaurant,coteys restaurant,[Cotey's Restaurant],coteys,coteys,3.7120419,True,1,True,True,1.0,0.9991666
Camping Ground,manor farm camping,manor farm camping,[Manor Farm Camping],manor farm,manor farm,25.908293,True,1,True,True,1.0,0.9998512
Restaurant,little italy,little italy,[Little Italy],little italy,little italy,104.70383,True,1,True,True,1.0,0.99990314
Amusement Park,gullivers world theme park,gullivers world,[Gulliver's World],gullivers world theme park,gullivers world,117.383385,True,1,True,True,1.0,0.9999871
Park and Recreation Area,millennium green,ardleigh millennium green,[Ardleigh (Millennium Green)],millennium green,ardleigh millennium green,125.979965,True,1,True,True,1.0,0.9999963
Camping Ground,camping at hayfield,camping at hayfield,[Camping At Hayfield],at hayfield,at hayfield,4.721188,True,1,True,True,1.0,0.9998822
Shop,cake it different,cake it different,[Cake It Different],cake it different,cake it different,3.1546314,True,1,True,True,1.0,0.9976057
Beach,seaburn beach,roker seaburn beaches,[Roker & Seaburn Beaches],seaburn,roker seaburn beaches,1724.49,True,1,True,True,1.0,0.9891777
Airport,bournemouth,bournemouth airport,[Bournemouth Airport],bournemouth,bournemouth,756.93176,True,1,True,True,1.0,0.9996021
Automotive Dealer,japan glasgow motors,japan glasgow motors,[Japan Glasgow Motors],japan glasgow,japan glasgow,2.1877341,True,1,True,True,1.0,0.9999991
Café/Pub,karens cafe,bengal tiffin,[Bengal Tiffin],karens,bengal tiffin,451.28833,False,6,False,False,0.209999993443489,0.0010643465
Market,luton indoor market,luton,[New Look],luton indoor,luton,49.716557,True,1,True,True,1.0,0.9998486
Shop,nisa local,nisa,[Nisa], nisa , nisa ,77.47872,True,1,True,True,1.0,0.9997274
Place of Worship,kingdom hall of jehovahs witnesses,kingdom hall of jehovahs witnesses,[Kingdom Hall of Jehovahs Witnesses],kingdom hall jehovahs witnesses,kingdom hall jehovahs witnesses,30.14665,True,1,True,True,1.0,1.0
Museum,amersham museum,amersham museum,[Amersham Museum],amersham,amersham,3.4144137,True,1,True,True,1.0,0.9997188
Restaurant,rococo,rococo,[Rococo],rococo,rococo,11.860176,True,1,True,True,1.0,0.9998803
Restaurant,camerons chip shop,camerons chip shop,[Camerons Chip Shop],camerons chip shop,camerons chip shop,12.774228,True,1,True,True,1.0,0.9999971
Automotive Dealer,noble cars,noble cars,[Noble Cars],noble,noble,2.6908154,True,1,True,True,1.0,0.9999614
School,wigmore primary school,wigmore primary school,[Wigmore Primary School],wigmore primary,wigmore primary,104.63317,True,1,True,True,1.0,0.9992072
Automotive Dealer,integrity vehicle sales ivs,integrity vehicle sales,[Integrity Vehicle Sales],integrity vehicle sales ivs,integrity vehicle sales,4.4063196,True,1,True,True,1.0,0.9999977
Place of Worship,kingdom hall of jehovahs witnesses,kingdom hall of jehovahs witnesses,[Kingdom Hall of Jehovahs Witnesses],kingdom hall jehovahs witnesses,kingdom hall jehovahs witnesses,8.5934305,True,1,True,True,1.0,1.0
Camping Ground,camping almafra,camping almafra,[Camping Almafra],almafra,almafra,231.65306,True,1,True,True,1.0,0.9999203
Café/Pub,belle epoque,belle epoque,[Belle Epoque],belle epoque,belle epoque,6.43827,True,1,True,True,1.0,0.9999985
Bank,liberbank unicaja banco,liberbank,[Liberbank], liberbank  unicaja , liberbank ,41.913998,True,1,True,True,1.0,0.99929285
Shopping Center,la maquinista,la maquinista,[La Maquinista],maquinista,maquinista,32.423946,True,1,True,True,1.0,0.9999871
Automotive Dealer,concesionario oficial suzuki auto palas santander,auto palas,[Suzuki], suzuki , suzuki ,19.40287,True,1,True,True,1.0,0.999955
Airport,la gomera,aeropuerto de la gomera,[Aeropuerto de La Gomera],gomera,gomera,1752.2789,True,1,True,True,1.0,0.9995065
Park and Recreation Area,rambla park,la rambla de vera,[La rambla de Vera],rambla,rambla vera,240.88237,True,1,True,True,1.0,0.9928483
Beach,praia do naso,praia do naso,[Praia do Naso],do naso,do naso,8.984378,True,1,True,True,1.0,0.9991633
Restaurant,tasca tio andres cartagena,tasca tio andres,[Tasca Tio Andres],tasca tio andres cartagena,tasca tio andres,433.86316,False,2,True,True,1.0,0.99996644
Café/Pub,pastisseria itchart,itchart,[Itchart],pastisseria itchart,itchart,5.4428015,True,1,True,True,1.0,0.99999285
Café/Pub,dolce caffe,dolce cafe,[Dolce Cafe],dolce caffe,dolce,4.9184356,True,1,True,True,1.0,0.9978459
Market,mercat municipal,mercat municipal,[Mercat Municipal],mercat municipal,mercat municipal,28.828445,True,1,True,True,1.0,0.9999642
Railway Station,vinaixa,vinaixa,[Vinaixa],vinaixa,vinaixa,9.074514,True,1,True,True,1.0,0.99982715
Railway Station,cabezon de la sal,cabezon de la,[Cabezón de la],cabezon sal,cabezon,8.096193,True,1,True,True,1.0,0.998839
Place of Worship,salon del reino testigos cristianos de jehova,testigos cristianos de jehova calle guamo,[Testigos Cristianos de Jehová. Calle Guamo],salon reino testigos cristianos jehova,testigos cristianos jehova calle guamo,26.86557,True,1,True,True,0.8100000023841858,0.9999407
Beach,playa de melenara,playa de melenara,[Playa de Melenara],playa melenara,playa melenara,197.59552,True,1,True,True,1.0,0.9999931
Camping Ground,camping madrid arco iris,camping madrid arco iris,[Camping Madrid Arco Iris],madrid arco iris,madrid arco iris,13.860073,True,1,True,True,1.0,0.9999045
Sports Center,duet sports las rozas madrid,duet sports,[Duet],duet rozas madrid,duet,27.88554,True,1,True,True,1.0,0.9523715
Restaurant,84 burgercafe,84 burger cafe,[84 Burger Cafe],84 burgercafe,84,4.614063,True,1,True,True,1.0,0.99996203
